Support Library class,Android X class,Similarity,Support,AndroidX,Percentage
android.support.test.espresso.base.BaseLayerModule_ProvideTargetContextFactory,androidx.test.espresso.base.BaseLayerModule_ProvideTargetContextFactory,0.9879,0,0,0
android.support.test.espresso.base.CompatAsyncTask,androidx.test.espresso.base.CompatAsyncTask,1,0,0,0
android.support.test.espresso.base.Default,androidx.test.espresso.base.Default,1,0,0,0
android.support.test.espresso.base.DefaultFailureHandler,androidx.test.espresso.base.DefaultFailureHandler,0.5981,0,1,0.0%
android.support.test.espresso.base.EventInjectionStrategy,androidx.test.espresso.base.EventInjectionStrategy,0.9825,0,0,0
android.support.test.espresso.base.EventInjector,androidx.test.espresso.base.EventInjector,0.9856,0,0,0
android.support.test.espresso.base.IdleNotifier,androidx.test.espresso.base.IdleNotifier,1,0,0,0
android.support.test.espresso.base.IdlingResourceRegistry,androidx.test.espresso.base.IdlingResourceRegistry,0.9912,0,0,0
android.support.test.espresso.base.IdlingResourceRegistry_Factory,androidx.test.espresso.base.IdlingResourceRegistry_Factory,0.9391,0,0,0
android.support.test.espresso.base.IdlingUiController,androidx.test.espresso.base.IdlingUiController,1,0,0,0
android.support.test.espresso.base.InputManagerEventInjectionStrategy,androidx.test.espresso.base.InputManagerEventInjectionStrategy,0.8231,0,0,0
android.support.test.espresso.base.Interrogator,androidx.test.espresso.base.Interrogator,0.9796,0,0,0
android.support.test.espresso.base.InterruptableUiController,androidx.test.espresso.base.InterruptableUiController,1,0,0,0
android.support.test.espresso.base.LooperIdlingResourceInterrogationHandler,androidx.test.espresso.base.LooperIdlingResourceInterrogationHandler,0.9972,0,0,0
android.support.test.espresso.base.MainThread,androidx.test.espresso.base.MainThread,1,0,0,0
android.support.test.espresso.base.NoopIdleNotificationCallbackIdleNotifierProvider,androidx.test.espresso.base.NoopIdleNotificationCallbackIdleNotifierProvider,0.9713,0,0,0
android.support.test.espresso.base.NoopRunnableIdleNotifier,androidx.test.espresso.base.NoopRunnableIdleNotifier,1,0,0,0
android.support.test.espresso.base.RootsOracle,androidx.test.espresso.base.RootsOracle,0.967,0,0,0
android.support.test.espresso.base.RootsOracle_Factory,androidx.test.espresso.base.RootsOracle_Factory,0.9913,0,0,0
android.support.test.espresso.base.RootViewPicker,androidx.test.espresso.base.RootViewPicker,0.9938,0,0,0
android.support.test.espresso.base.RootViewPicker_Factory,androidx.test.espresso.base.RootViewPicker_Factory,0.9753,0,0,0
android.support.test.espresso.base.RootViewPicker_RootResultFetcher_Factory,androidx.test.espresso.base.RootViewPicker_RootResultFetcher_Factory,0.9949,0,0,0
android.support.test.espresso.base.RootViewPickerScope,androidx.test.espresso.base.RootViewPickerScope,1,0,0,0
android.support.test.espresso.base.SdkAsyncTask,androidx.test.espresso.base.SdkAsyncTask,1,0,0,0
android.support.test.espresso.base.ThreadPoolExecutorExtractor,androidx.test.espresso.base.ThreadPoolExecutorExtractor,0.9897,0,0,0
android.support.test.espresso.base.ThreadPoolExecutorExtractor_Factory,androidx.test.espresso.base.ThreadPoolExecutorExtractor_Factory,0.9913,0,0,0
android.support.test.espresso.base.UiControllerImpl,androidx.test.espresso.base.UiControllerImpl,0.9774,0,0,0
android.support.test.espresso.base.UiControllerImpl_Factory,androidx.test.espresso.base.UiControllerImpl_Factory,0.995,0,0,0
android.support.test.espresso.base.UiControllerModule,androidx.test.espresso.base.UiControllerModule,0.4136,0,0,0
android.support.test.espresso.base.ViewFinderImpl,androidx.test.espresso.base.ViewFinderImpl,0.9878,0,0,0
android.support.test.espresso.base.ViewFinderImpl_Factory,androidx.test.espresso.base.ViewFinderImpl_Factory,0.9953,0,0,0
android.support.test.espresso.base.WindowManagerEventInjectionStrategy,androidx.test.espresso.base.WindowManagerEventInjectionStrategy,0.7914,0,0,0
android.support.test.espresso.BaseLayerComponent,androidx.test.espresso.BaseLayerComponent,0.9725,0,0,0
android.support.test.espresso.contrib.AccessibilityChecks,androidx.test.espresso.contrib.AccessibilityChecks,0.9733,0,0,0
android.support.test.espresso.contrib.ActivityResultMatchers,androidx.test.espresso.contrib.ActivityResultMatchers,0.9997,0,0,0
android.support.test.espresso.contrib.Checks,androidx.test.espresso.contrib.Checks,1,0,0,0
android.support.test.espresso.contrib.DrawerActions,androidx.test.espresso.contrib.DrawerActions,0.8773,0,1,0.0%
android.support.test.espresso.contrib.DrawerMatchers,androidx.test.espresso.contrib.DrawerMatchers,0.997,0,1,0.0%
android.support.test.espresso.contrib.NavigationViewActions,androidx.test.espresso.contrib.NavigationViewActions,0.9987,0,0,0
android.support.test.espresso.contrib.PickerActions,androidx.test.espresso.contrib.PickerActions,1,0,1,0.0%
android.support.test.espresso.contrib.RecyclerViewActions,androidx.test.espresso.contrib.RecyclerViewActions,0.9842,0,1,0.0%
android.support.test.espresso.contrib.ViewPagerActions,androidx.test.espresso.contrib.ViewPagerActions,0.9919,0,0,0
android.support.test.espresso.DaggerBaseLayerComponent,androidx.test.espresso.DaggerBaseLayerComponent,0.3911,0,0,0
android.support.test.espresso.DataInteraction,androidx.test.espresso.DataInteraction,0.9999,0,1,0.0%
android.support.test.espresso.DataInteractionRemote,androidx.test.espresso.DataInteractionRemote,0.9736,0,0,0
android.support.test.espresso.Espresso,androidx.test.espresso.Espresso,0.8541,0,5,0.0%
android.support.test.espresso.EspressoException,androidx.test.espresso.EspressoException,1,0,0,0
android.support.test.espresso.FailureHandler,androidx.test.espresso.FailureHandler,1,0,1,0.0%
android.support.test.espresso.GraphHolder,androidx.test.espresso.GraphHolder,0.9179,0,0,0
android.support.test.espresso.idling.concurrent.IdlingScheduledThreadPoolExecutor,androidx.test.espresso.idling.concurrent.IdlingScheduledThreadPoolExecutor,0.9446,0,0,0
android.support.test.espresso.idling.concurrent.IdlingThreadPoolExecutor,androidx.test.espresso.idling.concurrent.IdlingThreadPoolExecutor,0.9238,0,3,0.0%
android.support.test.espresso.idling.net.UriIdlingResource,androidx.test.espresso.idling.net.UriIdlingResource,0.9939,0,2,0.0%
android.support.test.espresso.IdlingPolicies,androidx.test.espresso.IdlingPolicies,0.9996,0,0,0
android.support.test.espresso.IdlingPolicy,androidx.test.espresso.IdlingPolicy,0.968,0,0,0
android.support.test.espresso.IdlingRegistry,androidx.test.espresso.IdlingRegistry,0.9184,0,5,0.0%
android.support.test.espresso.IdlingResource,androidx.test.espresso.IdlingResource,1,0,12,0.0%
android.support.test.espresso.IdlingResourceTimeoutException,androidx.test.espresso.IdlingResourceTimeoutException,0.9198,0,0,0
android.support.test.espresso.InjectEventSecurityException,androidx.test.espresso.InjectEventSecurityException,0.9827,0,0,0
android.support.test.espresso.intent.ActivityResultFunction,androidx.test.espresso.intent.ActivityResultFunction,1,0,0,0
android.support.test.espresso.intent.Checks,androidx.test.espresso.intent.Checks,1,0,0,0
android.support.test.espresso.intent.Intents,androidx.test.espresso.intent.Intents,0.9899,0,2,0.0%
android.support.test.espresso.intent.matcher.BundleMatchers,androidx.test.espresso.intent.matcher.BundleMatchers,0.9679,0,0,0
android.support.test.espresso.intent.matcher.ComponentNameMatchers,androidx.test.espresso.intent.matcher.ComponentNameMatchers,0.9939,0,0,0
android.support.test.espresso.intent.matcher.IntentMatchers,androidx.test.espresso.intent.matcher.IntentMatchers,0.9907,0,0,0
android.support.test.espresso.intent.matcher.UriMatchers,androidx.test.espresso.intent.matcher.UriMatchers,1,0,0,0
android.support.test.espresso.intent.OngoingStubbing,androidx.test.espresso.intent.OngoingStubbing,0.887,0,0,0
android.support.test.espresso.intent.ResettingStubber,androidx.test.espresso.intent.ResettingStubber,1,0,0,0
android.support.test.espresso.intent.ResettingStubberImpl,androidx.test.espresso.intent.ResettingStubberImpl,0.9732,0,0,0
android.support.test.espresso.intent.ResolvedIntent,androidx.test.espresso.intent.ResolvedIntent,1,0,0,0
android.support.test.espresso.intent.ResolvedIntentImpl,androidx.test.espresso.intent.ResolvedIntentImpl,1,0,0,0
android.support.test.espresso.intent.rule.IntentsTestRule,androidx.test.espresso.intent.rule.IntentsTestRule,1,0,0,0
android.support.test.espresso.intent.VerifiableIntent,androidx.test.espresso.intent.VerifiableIntent,1,0,0,0
android.support.test.espresso.intent.VerifiableIntentImpl,androidx.test.espresso.intent.VerifiableIntentImpl,0.998,0,0,0
android.support.test.espresso.intent.VerificationMode,androidx.test.espresso.intent.VerificationMode,1,0,0,0
android.support.test.espresso.intent.VerificationModes,androidx.test.espresso.intent.VerificationModes,0.9906,0,0,0
android.support.test.espresso.InteractionResultsHandler,androidx.test.espresso.InteractionResultsHandler,0.9974,0,0,0
android.support.test.espresso.matcher.BoundedMatcher,androidx.test.espresso.matcher.BoundedMatcher,0.9591,0,2,0.0%
android.support.test.espresso.matcher.CursorMatchers,androidx.test.espresso.matcher.CursorMatchers,0.9373,0,1,0.0%
android.support.test.espresso.matcher.HasBackgroundMatcher,androidx.test.espresso.matcher.HasBackgroundMatcher,0.858,0,0,0
android.support.test.espresso.matcher.LayoutMatchers,androidx.test.espresso.matcher.LayoutMatchers,1,0,0,0
android.support.test.espresso.matcher.PreferenceMatchers,androidx.test.espresso.matcher.PreferenceMatchers,0.9999,0,1,0.0%
android.support.test.espresso.matcher.RemoteHamcrestCoreMatchers13,androidx.test.espresso.matcher.RemoteHamcrestCoreMatchers13,0.9826,0,0,0
android.support.test.espresso.matcher.RemoteRootMatchers,androidx.test.espresso.matcher.RemoteRootMatchers,0.9204,0,0,0
android.support.test.espresso.matcher.RemoteViewMatchers,androidx.test.espresso.matcher.RemoteViewMatchers,0.918,0,0,0
android.support.test.espresso.matcher.RootMatchers,androidx.test.espresso.matcher.RootMatchers,0.9999,0,1,0.0%
android.support.test.espresso.matcher.ViewMatchers,androidx.test.espresso.matcher.ViewMatchers,0.9021,0,3,0.0%
android.support.test.espresso.NoActivityResumedException,androidx.test.espresso.NoActivityResumedException,1,0,0,0
android.support.test.espresso.NoMatchingRootException,androidx.test.espresso.NoMatchingRootException,0.9636,0,0,0
android.support.test.espresso.NoMatchingViewException,androidx.test.espresso.NoMatchingViewException,0.9788,0,0,0
android.support.test.espresso.PerformException,androidx.test.espresso.PerformException,0.9921,0,0,0
android.support.test.espresso.proto.action.ViewActions,androidx.test.espresso.proto.action.ViewActions,0.9946,0,0,0
android.support.test.espresso.proto.assertion.ViewAssertions,androidx.test.espresso.proto.assertion.ViewAssertions,0.9945,0,0,0
android.support.test.espresso.proto.matcher.RootMatchers,androidx.test.espresso.proto.matcher.RootMatchers,0.9966,0,0,0
android.support.test.espresso.proto.matcher.ViewMatchers,androidx.test.espresso.proto.matcher.ViewMatchers,0.9932,0,0,0
android.support.test.espresso.proto.matcher13.HamcrestMatchersv13,androidx.test.espresso.proto.matcher13.HamcrestMatchersv13,0.9934,0,0,0
android.support.test.espresso.proto.UiInteraction,androidx.test.espresso.proto.UiInteraction,0.9943,0,0,0
android.support.test.espresso.remote.annotation.RemoteMsgConstructor,androidx.test.espresso.remote.annotation.RemoteMsgConstructor,1,0,0,0
android.support.test.espresso.remote.annotation.RemoteMsgField,androidx.test.espresso.remote.annotation.RemoteMsgField,1,0,0,0
android.support.test.espresso.remote.AnyToTypeConverter,androidx.test.espresso.remote.AnyToTypeConverter,0.9944,0,0,0
android.support.test.espresso.remote.Bindable,androidx.test.espresso.remote.Bindable,1,0,0,0
android.support.test.espresso.remote.BuilderReflector,androidx.test.espresso.remote.BuilderReflector,0.9979,0,0,0
android.support.test.espresso.remote.ByteStringToParcelableConverter,androidx.test.espresso.remote.ByteStringToParcelableConverter,0.9747,0,0,0
android.support.test.espresso.remote.ByteStringToTypeConverter,androidx.test.espresso.remote.ByteStringToTypeConverter,0.9552,0,0,0
android.support.test.espresso.remote.ConstructorInvocation,androidx.test.espresso.remote.ConstructorInvocation,0.6504,0,0,0
android.support.test.espresso.remote.Converter,androidx.test.espresso.remote.Converter,1,0,0,0
android.support.test.espresso.remote.EspressoRemote,androidx.test.espresso.remote.EspressoRemote,0.9932,0,0,0
android.support.test.espresso.remote.EspressoRemoteMessage,androidx.test.espresso.remote.EspressoRemoteMessage,1,0,0,0
android.support.test.espresso.remote.FieldDescriptor,androidx.test.espresso.remote.FieldDescriptor,0.9989,0,0,0
android.support.test.espresso.remote.GenericRemoteMessage,androidx.test.espresso.remote.GenericRemoteMessage,0.9991,0,0,0
android.support.test.espresso.remote.IInteractionExecutionStatus,androidx.test.espresso.remote.IInteractionExecutionStatus,1,0,0,0
android.support.test.espresso.remote.InteractionRequest,androidx.test.espresso.remote.InteractionRequest,0.9877,0,0,0
android.support.test.espresso.remote.InteractionResponse,androidx.test.espresso.remote.InteractionResponse,0.9956,0,0,0
android.support.test.espresso.remote.MethodInvocation,androidx.test.espresso.remote.MethodInvocation,0.9906,0,0,0
android.support.test.espresso.remote.NoopRemoteInteraction,androidx.test.espresso.remote.NoopRemoteInteraction,1,0,0,0
android.support.test.espresso.remote.NoRemoteEspressoInstanceException,androidx.test.espresso.remote.NoRemoteEspressoInstanceException,1,0,0,0
android.support.test.espresso.remote.ParcelableToByteStringConverter,androidx.test.espresso.remote.ParcelableToByteStringConverter,0.9929,0,0,0
android.support.test.espresso.remote.ProtoReflector,androidx.test.espresso.remote.ProtoReflector,0.9943,0,0,0
android.support.test.espresso.remote.ProtoUtils,androidx.test.espresso.remote.ProtoUtils,0.9677,0,0,0
android.support.test.espresso.remote.RemoteDescriptor,androidx.test.espresso.remote.RemoteDescriptor,0.9974,0,0,0
android.support.test.espresso.remote.RemoteDescriptorRegistry,androidx.test.espresso.remote.RemoteDescriptorRegistry,0.996,0,0,0
android.support.test.espresso.remote.RemoteEspressoException,androidx.test.espresso.remote.RemoteEspressoException,1,0,0,0
android.support.test.espresso.remote.RemoteInteraction,androidx.test.espresso.remote.RemoteInteraction,1,0,0,0
android.support.test.espresso.remote.RemoteInteractionRegistry,androidx.test.espresso.remote.RemoteInteractionRegistry,0.9982,0,0,0
android.support.test.espresso.remote.RemoteMessageDeserializer,androidx.test.espresso.remote.RemoteMessageDeserializer,0.9932,0,0,0
android.support.test.espresso.remote.RemoteMessageSerializer,androidx.test.espresso.remote.RemoteMessageSerializer,0.9966,0,0,0
android.support.test.espresso.remote.RemoteProtocolException,androidx.test.espresso.remote.RemoteProtocolException,1,0,0,0
android.support.test.espresso.remote.TypeProtoConverters,androidx.test.espresso.remote.TypeProtoConverters,1,0,0,0
android.support.test.espresso.remote.TypeToAnyConverter,androidx.test.espresso.remote.TypeToAnyConverter,0.999,0,0,0
android.support.test.espresso.remote.TypeToByteStringConverter,androidx.test.espresso.remote.TypeToByteStringConverter,0.954,0,0,0
android.support.test.espresso.Root,androidx.test.espresso.Root,0.9961,0,0,0
android.support.test.espresso.UiController,androidx.test.espresso.UiController,0.7825,0,2,0.0%
android.support.test.espresso.util.ActivityLifecycles,androidx.test.espresso.util.ActivityLifecycles,1,0,0,0
android.support.test.espresso.util.EspressoOptional,androidx.test.espresso.util.EspressoOptional,1,0,0,0
android.support.test.espresso.util.HumanReadables,androidx.test.espresso.util.HumanReadables,0.9918,0,1,0.0%
android.support.test.espresso.util.TreeIterables,androidx.test.espresso.util.TreeIterables,0.983,0,1,0.0%
android.support.test.espresso.ViewAction,androidx.test.espresso.ViewAction,1,0,0,0
android.support.test.espresso.ViewAssertion,androidx.test.espresso.ViewAssertion,1,0,1,0.0%
android.support.test.espresso.ViewFinder,androidx.test.espresso.ViewFinder,1,0,0,0
android.support.test.espresso.ViewInteraction,androidx.test.espresso.ViewInteraction,0.9813,0,2,0.0%
android.support.test.espresso.ViewInteraction_Factory,androidx.test.espresso.ViewInteraction_Factory,0.9914,0,0,0
android.support.test.espresso.ViewInteractionComponent,androidx.test.espresso.ViewInteractionComponent,1,0,0,0
android.support.test.espresso.ViewInteractionModule,androidx.test.espresso.ViewInteractionModule,0.9856,0,0,0
android.support.test.espresso.ViewInteractionModule_ProvideNeedsActivityFactory,androidx.test.espresso.ViewInteractionModule_ProvideNeedsActivityFactory,0.9879,0,0,0
android.support.test.espresso.ViewInteractionModule_ProvideRemoteInteractionFactory,androidx.test.espresso.ViewInteractionModule_ProvideRemoteInteractionFactory,0.9879,0,0,0
android.support.test.espresso.ViewInteractionModule_ProvideRootMatcherFactory,androidx.test.espresso.ViewInteractionModule_ProvideRootMatcherFactory,0.9879,0,0,0
android.support.test.espresso.ViewInteractionModule_ProvideRootViewFactory,androidx.test.espresso.ViewInteractionModule_ProvideRootViewFactory,0.9917,0,0,0
android.support.test.espresso.ViewInteractionModule_ProvideViewFinderFactory,androidx.test.espresso.ViewInteractionModule_ProvideViewFinderFactory,0.9917,0,0,0
android.support.test.espresso.ViewInteractionModule_ProvideViewMatcherFactory,androidx.test.espresso.ViewInteractionModule_ProvideViewMatcherFactory,0.9879,0,0,0
android.support.test.espresso.web.action.AtomAction,androidx.test.espresso.web.action.AtomAction,0.9983,0,0,0
android.support.test.espresso.web.action.AtomActionRemoteMessage,androidx.test.espresso.web.action.AtomActionRemoteMessage,0.9992,0,0,0
android.support.test.espresso.web.action.EnableJavascriptAction,androidx.test.espresso.web.action.EnableJavascriptAction,0.9985,0,0,0
android.support.test.espresso.web.action.EvaluationAtom,androidx.test.espresso.web.action.EvaluationAtom,0.9603,0,0,0
android.support.test.espresso.web.action.IAtomActionResultPropagator,androidx.test.espresso.web.action.IAtomActionResultPropagator,0.9951,0,0,0
android.support.test.espresso.web.action.JavascriptEvaluation,androidx.test.espresso.web.action.JavascriptEvaluation,0.9736,0,0,0
android.support.test.espresso.web.action.RemoteWebActions,androidx.test.espresso.web.action.RemoteWebActions,0.9563,0,0,0
android.support.test.espresso.web.assertion.ByteStringToDocumentConverter,androidx.test.espresso.web.assertion.ByteStringToDocumentConverter,0.9994,0,0,0
android.support.test.espresso.web.assertion.CheckResultWebAssertionRemoteMessage,androidx.test.espresso.web.assertion.CheckResultWebAssertionRemoteMessage,0.9983,0,0,0
android.support.test.espresso.web.assertion.CompressorDecompressor,androidx.test.espresso.web.assertion.CompressorDecompressor,0.9935,0,0,0
android.support.test.espresso.web.assertion.DocumentProtoConverters,androidx.test.espresso.web.assertion.DocumentProtoConverters,1,0,0,0
android.support.test.espresso.web.assertion.DocumentToByteStringConverter,androidx.test.espresso.web.assertion.DocumentToByteStringConverter,0.9191,0,0,0
android.support.test.espresso.web.assertion.RemoteWebViewAssertions,androidx.test.espresso.web.assertion.RemoteWebViewAssertions,0.9256,0,0,0
android.support.test.espresso.web.assertion.TagSoupDocumentParser,androidx.test.espresso.web.assertion.TagSoupDocumentParser,0.9986,0,0,0
android.support.test.espresso.web.assertion.WebAssertion,androidx.test.espresso.web.assertion.WebAssertion,0.9935,0,0,0
android.support.test.espresso.web.assertion.WebViewAssertions,androidx.test.espresso.web.assertion.WebViewAssertions,0.9886,0,0,0
android.support.test.espresso.web.matcher.AmbiguousElementMatcherException,androidx.test.espresso.web.matcher.AmbiguousElementMatcherException,1,0,0,0
android.support.test.espresso.web.matcher.DomMatchers,androidx.test.espresso.web.matcher.DomMatchers,0.9938,0,0,0
android.support.test.espresso.web.matcher.RemoteWebMatchers,androidx.test.espresso.web.matcher.RemoteWebMatchers,0.924,0,0,0
android.support.test.espresso.web.model.Atom,androidx.test.espresso.web.model.Atom,1,0,0,0
android.support.test.espresso.web.model.Atoms,androidx.test.espresso.web.model.Atoms,0.993,0,0,0
android.support.test.espresso.web.model.ElementReference,androidx.test.espresso.web.model.ElementReference,0.9998,0,0,0
android.support.test.espresso.web.model.Evaluation,androidx.test.espresso.web.model.Evaluation,0.9954,0,0,0
android.support.test.espresso.web.model.JSONAble,androidx.test.espresso.web.model.JSONAble,1,0,0,0
android.support.test.espresso.web.model.ModelCodec,androidx.test.espresso.web.model.ModelCodec,0.9933,0,0,0
android.support.test.espresso.web.model.RemoteWebModelAtoms,androidx.test.espresso.web.model.RemoteWebModelAtoms,0.9256,0,0,0
android.support.test.espresso.web.model.ScriptWithArgsSimpleAtomRemoteMessage,androidx.test.espresso.web.model.ScriptWithArgsSimpleAtomRemoteMessage,1,0,0,0
android.support.test.espresso.web.model.SimpleAtom,androidx.test.espresso.web.model.SimpleAtom,0.9934,0,0,0
android.support.test.espresso.web.model.TransformingAtom,androidx.test.espresso.web.model.TransformingAtom,1,0,0,0
android.support.test.espresso.web.model.WindowReference,androidx.test.espresso.web.model.WindowReference,0.9998,0,0,0
android.support.test.espresso.web.proto.action.WebActions,androidx.test.espresso.web.proto.action.WebActions,0.995,0,0,0
android.support.test.espresso.web.proto.assertion.WebAssertions,androidx.test.espresso.web.proto.assertion.WebAssertions,0.994,0,0,0
android.support.test.espresso.web.proto.matcher.RemoteWebMatchers,androidx.test.espresso.web.proto.matcher.RemoteWebMatchers,0.9943,0,0,0
android.support.test.espresso.web.proto.model.WebModelAtoms,androidx.test.espresso.web.proto.model.WebModelAtoms,0.9949,0,0,0
android.support.test.espresso.web.proto.sugar.WebSugar,androidx.test.espresso.web.proto.sugar.WebSugar,0.9985,0,0,0
android.support.test.espresso.web.proto.webdriver.WebWebdriverAtoms,androidx.test.espresso.web.proto.webdriver.WebWebdriverAtoms,0.9924,0,0,0
android.support.test.espresso.web.sugar.RemoteWebSugar,androidx.test.espresso.web.sugar.RemoteWebSugar,0.955,0,0,0
android.support.test.espresso.web.sugar.Web,androidx.test.espresso.web.sugar.Web,0.9951,0,0,0
android.support.test.espresso.web.webdriver.DriverAtoms,androidx.test.espresso.web.webdriver.DriverAtoms,0.1528,0,0,0
android.support.test.espresso.web.webdriver.Locator,androidx.test.espresso.web.webdriver.Locator,0.9969,0,0,0
android.support.test.espresso.web.webdriver.RemoteWebDriverAtoms,androidx.test.espresso.web.webdriver.RemoteWebDriverAtoms,0.9205,0,0,0
android.support.test.espresso.web.webdriver.WebDriverAtomScripts,androidx.test.espresso.web.webdriver.WebDriverAtomScripts,0.9748,0,0,0
android.support.test.filters.FlakyTest,androidx.test.filters.FlakyTest,1,0,0,0
android.support.test.filters.LargeTest,androidx.test.filters.LargeTest,1,0,0,0
android.support.test.filters.MediumTest,androidx.test.filters.MediumTest,1,0,0,0
android.support.test.filters.RequiresDevice,androidx.test.filters.RequiresDevice,1,0,0,0
android.support.test.filters.SdkSuppress,androidx.test.filters.SdkSuppress,0.9167,0,0,0
android.support.test.filters.SmallTest,androidx.test.filters.SmallTest,1,0,0,0
android.support.test.filters.Suppress,androidx.test.filters.Suppress,1,0,0,0
android.support.test.jank.GfxMonitor,androidx.test.jank.GfxMonitor,1,0,0,0
android.support.test.jank.JankTest,androidx.test.jank.JankTest,1,0,0,0
android.support.test.jank.JankTestBase,androidx.test.jank.JankTestBase,0.9999,0,0,0
android.support.test.jank.WindowAnimationFrameStatsMonitor,androidx.test.jank.WindowAnimationFrameStatsMonitor,1,0,0,0
android.support.test.jank.WindowContentFrameStatsMonitor,androidx.test.jank.WindowContentFrameStatsMonitor,1,0,0,0
android.support.test.orchestrator.callback.OrchestratorCallback,androidx.test.orchestrator.callback.OrchestratorCallback,0.9955,0,0,0
android.support.test.orchestrator.instrumentationlistener.OrchestratedInstrumentationListener,androidx.test.orchestrator.instrumentationlistener.OrchestratedInstrumentationListener,-1,0,0,0
android.support.test.orchestrator.junit.BundleJUnitUtils,androidx.test.orchestrator.junit.BundleJUnitUtils,1,0,0,0
android.support.test.orchestrator.junit.ParcelableDescription,androidx.test.orchestrator.junit.ParcelableDescription,0.9795,0,0,0
android.support.test.orchestrator.junit.ParcelableFailure,androidx.test.orchestrator.junit.ParcelableFailure,0.9624,0,0,0
android.support.test.orchestrator.junit.ParcelableResult,androidx.test.orchestrator.junit.ParcelableResult,0.9667,0,0,0
android.support.test.orchestrator.listeners.OrchestrationListenerManager,androidx.test.orchestrator.listeners.OrchestrationListenerManager,0.9988,0,0,0
android.support.test.orchestrator.listeners.OrchestrationRunListener,androidx.test.orchestrator.listeners.OrchestrationRunListener,0.9333,0,0,0
android.support.test.orchestrator.listeners.result.ITestRunListener,androidx.test.orchestrator.listeners.result.ITestRunListener,1,0,0,0
android.support.test.orchestrator.listeners.result.TestIdentifier,androidx.test.orchestrator.listeners.result.TestIdentifier,0.9607,0,0,0
android.support.test.orchestrator.listeners.result.TestResult,androidx.test.orchestrator.listeners.result.TestResult,0.9716,0,0,0
android.support.test.orchestrator.listeners.result.TestRunResult,androidx.test.orchestrator.listeners.result.TestRunResult,0.9802,0,0,0
android.support.test.rule.ActivityTestRule,androidx.test.rule.ActivityTestRule,0.9875,0,9,0.0%
android.support.test.rule.DisableOnAndroidDebug,androidx.test.rule.DisableOnAndroidDebug,0.9721,0,0,0
android.support.test.rule.GrantPermissionRule,androidx.test.rule.GrantPermissionRule,0.827,0,1,0.0%
android.support.test.rule.logging.AtraceLogger,androidx.test.rule.logging.AtraceLogger,0.9869,0,0,0
android.support.test.rule.PortForwardingRule,androidx.test.rule.PortForwardingRule,0.9783,0,0,0
android.support.test.rule.provider.DatabaseArgs,androidx.test.rule.provider.DatabaseArgs,0.9709,0,0,0
android.support.test.rule.provider.DelegatingContext,androidx.test.rule.provider.DelegatingContext,0.997,0,0,0
android.support.test.rule.provider.ProviderArgs,androidx.test.rule.provider.ProviderArgs,0.9814,0,0,0
android.support.test.rule.provider.ProviderTestRule,androidx.test.rule.provider.ProviderTestRule,0.9853,0,0,0
android.support.test.rule.ServiceTestRule,androidx.test.rule.ServiceTestRule,0.9792,0,0,0
android.support.test.rule.UiThreadTestRule,androidx.test.rule.UiThreadTestRule,0.9976,0,0,0
android.support.test.runner.AndroidJUnit4,androidx.test.runner.AndroidJUnit4,0.85,0,0,0
android.support.test.runner.AndroidJUnitRunner,androidx.test.runner.AndroidJUnitRunner,0.7688,0,3,0.0%
android.support.test.runner.intent.IntentCallback,androidx.test.runner.intent.IntentCallback,1,0,0,0
android.support.test.runner.intent.IntentMonitor,androidx.test.runner.intent.IntentMonitor,1,0,0,0
android.support.test.runner.intent.IntentMonitorRegistry,androidx.test.runner.intent.IntentMonitorRegistry,0.9597,0,0,0
android.support.test.runner.intent.IntentStubber,androidx.test.runner.intent.IntentStubber,1,0,0,0
android.support.test.runner.intent.IntentStubberRegistry,androidx.test.runner.intent.IntentStubberRegistry,0.9613,0,0,0
android.support.test.runner.intercepting.InterceptingActivityFactory,androidx.test.runner.intercepting.InterceptingActivityFactory,1,0,0,0
android.support.test.runner.intercepting.SingleActivityFactory,androidx.test.runner.intercepting.SingleActivityFactory,0.984,0,0,0
android.support.test.runner.lifecycle.ActivityLifecycleCallback,androidx.test.runner.lifecycle.ActivityLifecycleCallback,1,0,0,0
android.support.test.runner.lifecycle.ActivityLifecycleMonitor,androidx.test.runner.lifecycle.ActivityLifecycleMonitor,1,0,5,0.0%
android.support.test.runner.lifecycle.ActivityLifecycleMonitorRegistry,androidx.test.runner.lifecycle.ActivityLifecycleMonitorRegistry,0.9597,0,5,0.0%
android.support.test.runner.lifecycle.ApplicationLifecycleCallback,androidx.test.runner.lifecycle.ApplicationLifecycleCallback,0.7071,0,0,0
android.support.test.runner.lifecycle.ApplicationLifecycleMonitor,androidx.test.runner.lifecycle.ApplicationLifecycleMonitor,1,0,0,0
android.support.test.runner.lifecycle.ApplicationLifecycleMonitorRegistry,androidx.test.runner.lifecycle.ApplicationLifecycleMonitorRegistry,0.9597,0,0,0
android.support.test.runner.lifecycle.ApplicationStage,androidx.test.runner.lifecycle.ApplicationStage,0.9973,0,0,0
android.support.test.runner.lifecycle.Stage,androidx.test.runner.lifecycle.Stage,0.9995,0,5,0.0%
android.support.test.runner.MonitoringInstrumentation,androidx.test.runner.MonitoringInstrumentation,0.9417,0,4,0.0%
android.support.test.runner.permission.GrantPermissionCallable,androidx.test.runner.permission.GrantPermissionCallable,0.9826,0,0,0
